Name,User,Startdate,Enddate,trap_type,trap_code,trap_status,PBS_code,PBS_type,number_containers,Field_visit_completed,remarks,contact_person_name,contact_person_email,contact_person_tel,contact_remarks,PoE_name,PoE_code,PoE_type,PoE_street,PoE_municipality,PoE_website,PoE_remarks
M17PZM036SEP27,Isra Deblauwe,27-09-2017 02:00:00,11-10-2017 09:54:45,Mosquito Magnet trap,M036,Stopped working,,,,Yes,pinking red,Van De Pitte Jan,,050 36 74 40,FAVV: Lieven Van De Wiele (PCE West-Vlaanderen: 050 30 37 14); Haven: Marieke Oosterloo (Harbour master's office: hkd@mbz.be); business intelligence director: Patrick Van Cauwenberghe (pvc@mbz.be),Port of Zeebrugge,PZ,Port,Werfkaai,Zeebrugge,,
M17ETO241SEP08,Isra Deblauwe,08-09-2017 02:00:00,06-10-2017 09:21:39,Oviposition trap,O241,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17BAO062SEP15,Isra Deblauwe,15-09-2017 11:35:50,28-09-2017 15:05:50,Oviposition trap,O062,,,,,Yes,,,,,,,BA,,,,,
M17AZO040SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 11:29:17,Oviposition trap,O040,Polystyrene gone,,,,Yes,trap gone,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17ATO002SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 10:23:37,Oviposition trap,O002,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17HAO274OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 09:49:30,Oviposition trap,O274,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17E3O125OKT23,Isra Deblauwe,23-10-2017 02:00:00,20-11-2017 14:45:24,Oviposition trap,O125,OK,,,,Yes,,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17VPB015SEP22,Isra Deblauwe,22-09-2017 02:00:00,06-10-2017 11:03:22,BG-Sentinel trap,B015,OK,,,,Yes,"lid doesn't close due to rain, took screw off, trap open",Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17AZL009OKT10,Isra Deblauwe,10-10-2017 02:00:00,,Larval sampling,,,,,,No,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17MMO207SEP05,Isra Deblauwe,05-09-2017 02:00:00,03-10-2017 11:08:50,Oviposition trap,O207,Polystyrene next to trap,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17HAO270AUG21,Isra Deblauwe,21-08-2017 02:00:00,04-09-2017 09:27:10,Oviposition trap,O270,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17ETO247NOV03,Isra Deblauwe,03-11-2017 01:00:00,30-11-2017 07:28:13,Oviposition trap,O247,OK,,,,Yes,,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17ROL002SEP19,Isra Deblauwe,19-09-2017 02:00:00,19-09-2017 18:02:16,Larval sampling,,,rol002,Metal container,1,Yes,watering sink at cemetery Wirtzfeld,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17ALM040OKT06,Isra Deblauwe,06-10-2017 02:00:00,20-10-2017 10:42:12,Mosquito Magnet trap,M040,OK,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17ATM033OKT10,Isra Deblauwe,10-10-2017 02:00:00,24-10-2017 10:13:36,Mosquito Magnet trap,M033,Stopped working,,,,Yes,"red led flashing, 24/10, new tank + octenol, wait 10min, green led ",Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17ATM033SEP26,Isra Deblauwe,26-09-2017 02:00:00,10-10-2017 08:20:20,Mosquito Magnet trap,M033,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17HAO292OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 08:50:30,Oviposition trap,O292,Polystyrene next to trap,,,,Yes,"pot gone, nibbled on by animals ",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17E4L006OKT17,Isra Deblauwe,17-10-2017 02:00:00,,Larval sampling,,,,,,No,,,H6322@accor.com ,087 85 11 00,,E40 (A3) Hotel Ibis (Raeren),E4,Parking lot,Aire de repos de Lichtenbusch Autoroute E40 n°4,Raeren,https://www.accorhotels.com/nl/hotel-6322-ibis-budget-aachen-raeren-grenze/index.shtml#section-location ,
M17VPO238OKT06,Isra Deblauwe,06-10-2017 02:00:00,03-11-2017 14:24:48,Oviposition trap,O238,OK,,,,Yes,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17PAM030AUG29,Isra Deblauwe,29-08-2017 02:00:00,12-09-2017 14:43:29,Mosquito Magnet trap,M030,OK,,,,Yes,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17ACO060AUG31,Isra Deblauwe,31-08-2017 02:00:00,28-09-2017 12:38:10,Oviposition trap,O060,Stopped working,,,,Yes,trap was gone - 28/09 - changed position to outside under big 8 above yellow and green congainer see foto,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17ATO006AUG29,Isra Deblauwe,29-08-2017 02:00:00,26-09-2017 09:50:09,Oviposition trap,O006,Polystyrene gone,,,,Yes,made new tier same place - yellow marker,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17E2O119OKT23,Isra Deblauwe,23-10-2017 02:00:00,20-11-2017 14:01:37,Oviposition trap,O119,OK,,,,Yes,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17AZO034OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 06:10:47,Oviposition trap,O053,OK,,,,Yes,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17PAL008OKT10,Isra Deblauwe,10-10-2017 02:00:00,,Larval sampling,,,,,,No,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17E4L007SEP19,Isra Deblauwe,19-09-2017 12:14:06,19-09-2017 12:14:10,Larval sampling,,,e4l007,Plastic container,2,Yes,white and black container,,,,,,E4,,,,,
M17MMO208AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 10:48:22,Oviposition trap,O208,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17PAO029SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 14:13:46,Oviposition trap,O029,Polystyrene next to trap,,,,Yes,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17ATL007OKT10,Isra Deblauwe,10-10-2017 02:00:00,,Larval sampling,,,,,,No,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17ALO252OKT06,Isra Deblauwe,06-10-2017 02:00:00,03-11-2017 11:25:23,Oviposition trap,O252,OK,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17AZL006OKT10,Isra Deblauwe,10-10-2017 02:00:00,,Larval sampling,,,,,,No,,Joris Parmentier (FAVV),JORIS.PARMENTIER@favv.be,02 753 42 83,"Ronald Dom (hoofd brandweer, ronald.dom@brusselsairport.be); Marc Bogaerts (Cargo & Logistics Operations Manager, Marc.Bogaerts@brusselsairport.be)",Brussels Airport (Brucargo),AZ,Airport,"Brucargo building 706, BP 36 - Kamer 7307",Zwaventem,http://www.brucargoairfreight.be/nl/wereldwijd-netwerk/,"Swiss Port hangar, arrival vegetables and fruits"
M17ABB010SEP26,Isra Deblauwe,26-09-2017 02:00:00,10-10-2017 09:56:48,BG-Sentinel trap,B010,OK,,,,Yes,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17RAO134AUG22,Isra Deblauwe,22-08-2017 02:00:00,20-09-2017 17:17:56,Oviposition trap,O134,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17BAB012OKT26,Isra Deblauwe,26-10-2017 02:00:00,10-11-2017 10:23:35,BG-Sentinel trap,B012,OK,,,,Yes,,Vincent La Penta (Céline La Bruyère),labruyere-c@bridgestone-bae.com,065 61 11 07 / 0479 88 35 99,,Bridgestone Aircraft tires (Europe) sa,BA,Used tyre import company,Route de Bavay,Frameries,http://www.bridgestone.com/jobs/contact/BAE.html,altijd begeleiding nodig!
M17MBL008OKT18,Isra Deblauwe,18-10-2017 02:00:00,,Larval sampling,,,,,,No,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17E9L001OKT13,Isra Deblauwe,13-10-2017 02:00:00,13-10-2017 13:57:52,Larval sampling,,,E9L001,Creek,,Yes,dry creek,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17ROO166AUG22,Isra Deblauwe,22-08-2017 02:00:00,20-09-2017 11:34:13,Oviposition trap,O166,Polystyrene next to trap,,,,Yes,eaten by animals,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17E9O078AUG18,Isra Deblauwe,18-08-2017 02:00:00,15-09-2017 13:01:53,Oviposition trap,O078,OK,,,,Yes,,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17HAO261OKT02,Isra Deblauwe,02-10-2017 02:00:00,30-10-2017 10:34:48,Oviposition trap,O261,OK,,,,Yes,,Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17EBO082AUG30,Isra Deblauwe,30-08-2017 02:00:00,27-09-2017 10:32:14,Oviposition trap,O082,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17EBL007DEC06,Isra Deblauwe,06-12-2017 01:00:00,,Larval sampling,,,,,,No,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17E3O129SEP25,Isra Deblauwe,25-09-2017 02:00:00,23-10-2017 12:24:49,Oviposition trap,O129,Polystyrene next to trap,,,,Yes,picked by bird,,contact@hotel-pole-europeen.com ,063 380 120,,E411 (A28) Hotel Le Pôle Européen (Aubange),E3,Parking lot,Complexe douanier et autoroutier,Aubange,http://www.hotel-pole-europeen.com/frame2.html,
M17E9O074AUG18,Isra Deblauwe,18-08-2017 02:00:00,15-09-2017 12:52:00,Oviposition trap,O074,Polystyrene gone,,,,Yes,,"Grégory Deramaix, Chef de Service (service environnement)",,065 76 73 69,"restaurant Tourisme shop gelegen in Frankrijk! (0033 3 27 45 40 86, http://www.118218.fr/saint-aybert-59/restaurant/115498367-tourisme-shop.html)",E19 (A2) ,E9,Parking lot,Hensies,Hensies,,
M17ACO053SEP28,Isra Deblauwe,28-09-2017 02:00:00,26-10-2017 11:16:24,Oviposition trap,O053,OK,,,,Yes,,Jean-François Stéphenne (Health & Safety Manager),serviceinformation@charleroi-airport.com,071 25 19 47,,Brussels South Charleroi Airport,AC,Airport,Rue d'Heppignies,Ransart,http://www.charleroi-airport.com/brussels-south-charleroi-airport/index.html,
M17RAL007SEP19,Isra Deblauwe,19-09-2017 02:00:00,,Larval sampling,,,,,,No,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17ALO255AUG25,Isra Deblauwe,25-08-2017 02:00:00,08-09-2017 11:38:26,Oviposition trap,O255,OK,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17ATO004SEP26,Isra Deblauwe,26-09-2017 02:00:00,24-10-2017 10:29:44,Oviposition trap,O004,OK,,,,Yes,,Hans Bernaert (zaakvoerder),hans@atb.eu,03 755 09 45,,ATB Banden,AT,Used tyre import company,Kerkstraat 90,Vrasene,http://www.atb.eu/,"Vrasene; Friday before 15h, other days?"
M17EBO081SEP27,Isra Deblauwe,27-09-2017 02:00:00,25-10-2017 10:24:13,Oviposition trap,O081,OK,,,,Yes,,Marc Makelberge,info@eurobonsai.be,09 356 80 28,,Euro Bonsai,EB,Lucky bamboo company,Hoekskensstraat 105a,Lochristi,http://www.eurobonsai.be/,
M17E2L007OKT23,Isra Deblauwe,23-10-2017 02:00:00,,Larval sampling,,,,,,No,,Marlene Jacobs (hoofdverantwoordelijke Autogrill),,0477 80 08 57,tel van AC hotel in Messancy: 063 23 32 54,E411 (E25) AC Hotel Arlon (Messancy),E2,Parking lot,Aire de Hondelange,Messancy,http://www.autogrill.be/nl/search/site/messancy ,
M17MMO194OKT03,Isra Deblauwe,03-10-2017 02:00:00,31-10-2017 14:38:33,Oviposition trap,O194,OK,,,,Yes,pot fel over  polystyrene still in pot  with some water ,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17RAO147SEP20,Isra Deblauwe,20-09-2017 14:40:54,17-10-2017 12:30:16,Oviposition trap,O147,Polystyrene next to trap,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17ABL009OKT10,Isra Deblauwe,10-10-2017 02:00:00,,Larval sampling,,,,,,No,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17VPL008OKT20,Isra Deblauwe,20-10-2017 02:00:00,,Larval sampling,,,,,,No,,Francis Letawe,,085 270 530,Contact Mr Letawe (GSM in case of emergency 0495/587302),Vise Pneu SA,VP,Used tyre import company,Rue de Waremme 128,Villers-Le-Bouillet,,"before 16h, otherwise call."
M17ABB010NOV07,Isra Deblauwe,07-11-2017 01:00:00,,BG-Sentinel trap,B010,OK,,,,No,,Hans Bernaert (zaakvoerder),agrityre@1261.be,03 730 20 00,,Agrityre (AtoB),AB,Used tyre import company,Hazopweg 1261,Kallo,http://www.agrityre.be/index.html,zelfde zaakvoerder als ATB
M17ROL001SEP19,Isra Deblauwe,19-09-2017 02:00:00,19-09-2017 17:44:15,Larval sampling,,,rol001,Cemetery flower vases,45,Yes,Wirtzfeld cemetery,,,,,Rocherath - Büllingen,RO,Cemetry,Rocherath 40,Büllingen,,
M17RAO133OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 10:46:15,Oviposition trap,O133,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17MCL009OKT12,Isra Deblauwe,12-10-2017 02:00:00,,Larval sampling,,,,,,No,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17MCO044OKT26,Isra Deblauwe,26-10-2017 02:00:00,24-11-2017 10:18:20,Oviposition trap,O044,OK,,,,Yes,,Isabelle Libert,rh@jacquesremy.com,071 44 60 01,,Marché de Gros Marcinelle,MC,Wholesale market,Rue des Forgerons 102,Charleroi,http://jacquesremy.com/home/,di of do bellen net na middag dan rustig
M17MMO210OKT03,Isra Deblauwe,03-10-2017 02:00:00,31-10-2017 09:36:54,Oviposition trap,O210,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17SPO314SEP04,Isra Deblauwe,04-09-2017 02:00:00,02-10-2017 12:21:41,Oviposition trap,O314,OK,,,,Yes,,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17ALL007OKT20,Isra Deblauwe,20-10-2017 02:00:00,,Larval sampling,,,,,,No,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
M17HAL034OKT16,Isra Deblauwe,16-10-2017 02:00:00,16-10-2017 17:34:29,Larval sampling,,,hal034,Plastic container,1,Yes,"zone 5, no larvae (old hal009)",Robert Havelange,info@havelange.com,083 21 10 59,,Ets Havelange Robert SPRL,HA,Used tyre import company,Rue de Lenny 103,Natoye,http://www.havelange.com/,
M17MBO188AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 12:03:19,Oviposition trap,O188,Polystyrene gone,,,,Yes,,Maurice (zaakvoerder) of Jan Broums (chef werkplaats),sales@maaslandbanden.be,089 65 68 33,,Maaslandbanden,MB,Used tyre import company,Meerkensstraat 41,Dilsen-Stokkem,http://www.maaslandbanden.com/,
M17ETL003OKT20,Isra Deblauwe,20-10-2017 02:00:00,20-10-2017 12:59:03,Larval sampling,,,ETL003,Plastic container,1,Yes,big grey container with Culex,William Heynen,,043 62 85 46,,Marché Matinal de Liège,ET,Wholesale market,Avenue Joseph Prévers 29,Liège,http://www.marche-matinal-de-liege.be/,
M17RAO144OKT17,Isra Deblauwe,17-10-2017 02:00:00,14-11-2017 09:49:16,Oviposition trap,O144,OK,,,,Yes,,,,,,Rocherath cemetry,RA,Cemetry,Hauptstrasse 20,Raeren,,
M17MMO206AUG24,Isra Deblauwe,24-08-2017 02:00:00,05-09-2017 15:57:35,Oviposition trap,O206,Polystyrene next to trap,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17MMO192OKT03,Isra Deblauwe,03-10-2017 02:00:00,31-10-2017 14:20:15,Oviposition trap,O192,OK,,,,Yes,,,info@apk.be,089 36 07 63,,Industrial area 'Op de Berg',MM,Industrial area,Kringloopstraat 8,Maasmechelen,https://www.apk.be/inhoud/vestigingen.aspx,APK nv en PTA nv
M17PAO028OKT24,Isra Deblauwe,24-10-2017 02:00:00,21-11-2017 07:41:06,Oviposition trap,O028,OK,,,,Yes,,Lazlo Avonts (of Nele Vanham),lazlo.avonts@favv.be,03 543 66 40,"FAVV GIP (of douane: Bram Bryssinckx: bram.bryssinckx@minfin.fed.be 0257 873 56 of 04707 873 56 ), tel GIP LO: 03/570 29 29",Border Inspection Post Linkeroever Port Antwerp,PA,Port,"Sint-Antoniusweg, kaai 1795",Kallo,,
M17E4O179SEP19,Isra Deblauwe,19-09-2017 02:00:00,17-10-2017 15:57:14,Oviposition trap,O179,OK,,,,Yes,,,H6322@accor.com ,087 85 11 00,,E40 (A3) Hotel Ibis (Raeren),E4,Parking lot,Aire de repos de Lichtenbusch Autoroute E40 n°4,Raeren,https://www.accorhotels.com/nl/hotel-6322-ibis-budget-aachen-raeren-grenze/index.shtml#section-location ,
M17SPL002OKT16,Isra Deblauwe,16-10-2017 02:00:00,16-10-2017 17:19:44,Larval sampling,,,,Plastic container,1,Yes,bleu bucket,Ludwig Van Assche,sarripneus@skynet.be,083 21 29 68,,Ets Sarri Pneus,SP,Used tyre import company,Chaussée de Namur 7,Natoye,,
M17ALO258SEP08,Isra Deblauwe,08-09-2017 02:00:00,06-10-2017 14:36:23,Oviposition trap,O258,Polystyrene gone,,,,Yes,,William Luwaert,william.luwaert@afsca.be,0478 80 99 32,,Liège Airport (Avia-partner),AL,Airport,"PIF Liège – Bierset, SAB SA",Grâce-Hologne,http://www.liegeairport.com/fr/cargo,"Aviapartner hangar, arrival vegetables, fruits and flowers, fixed day contact in advance (1h)"
