species;decimallatitude;decimallongitude;eventdate;day;month;year
Culex pipiens;51.183.029;450.743;2007-09-11T02:00Z;11;9;2007
Culex pipiens;5.072.364;285.481;2007-05-06T02:00Z;6;5;2007
Culex pipiens;51.202.148;359.527;2007-05-14T02:00Z;14;5;2007
Culex pipiens;;;2007-08-27T02:00Z;27;8;2007
Anopheles claviger;5.145.504;475.044;2007-08-07T02:00Z;7;8;2007
Culex torrentium;5.145.504;475.044;2007-08-07T02:00Z;7;8;2007
Culex pipiens;5.056.028;34.645;2007-07-23T02:00Z;23;7;2007
Culex pipiens;;;2007-06-05T02:00Z;5;6;2007
Culex pipiens;50.998.459;511.516;2007-06-19T02:00Z;19;6;2007
Culex pipiens;51.393.372;453.378;2007-07-31T02:00Z;31;7;2007
Anopheles claviger;5.072.364;285.481;2007-05-06T02:00Z;6;5;2007
Culiseta annulata;51.393.372;453.378;2007-07-31T02:00Z;31;7;2007
Culex pipiens;51.344.261;496.155;2007-08-14T02:00Z;14;8;2007
Coquillettidia richiardii;51.344.261;496.155;2007-08-14T02:00Z;14;8;2007
Culex pipiens;51.316.528;3.166.291;2007-06-10T02:00Z;10;6;2007
Culex pipiens;51.384.941;463.093;2007-07-31T02:00Z;31;7;2007
Culex pipiens;5.145.504;475.044;2007-08-07T02:00Z;7;8;2007
Anopheles claviger;51.384.941;463.093;2007-07-31T02:00Z;31;7;2007
Culex pipiens;50.415.298;60.989;2007-08-26T02:00Z;26;8;2007
Culex pipiens;;;2007-06-04T02:00Z;4;6;2007
Culex pipiens;5.072.364;285.481;2007-05-06T02:00Z;6;5;2007
Aedes cantans;;;2007-06-05T02:00Z;5;6;2007
Anopheles claviger;51.344.261;496.155;2007-08-14T02:00Z;14;8;2007
Culiseta annulata;50.998.459;511.516;2007-06-19T02:00Z;19;6;2007
Culex pipiens;51.063.011;33.754;2007-06-17T02:00Z;17;6;2007
Culex pipiens;50.716.049;346.185;2007-06-25T02:00Z;25;6;2007
Culex pipiens;50.881.821;332.501;2007-06-17T02:00Z;17;6;2007
Culex pipiens;508.116;389.641;2007-06-18T02:00Z;18;6;2007
Culex pipiens;51.063.011;33.754;2007-06-17T02:00Z;17;6;2007
Culex pipiens;5.101.543;509.966;2007-06-19T02:00Z;19;6;2007
Anopheles claviger;50.987.331;426.662;2007-06-11T02:00Z;11;6;2007
Culex pipiens;51.393.372;453.378;2007-07-31T02:00Z;31;7;2007
Aedes cantans;50.744.091;467.498;2007-05-29T02:00Z;29;5;2007
Culex pipiens;5.083.083;37.568;2007-06-18T02:00Z;18;6;2007
Culex pipiens;50.678.928;35.116;2007-06-25T02:00Z;25;6;2007
Culex pipiens;51.123.039;299.247;2007-06-03T02:00Z;3;6;2007
Anopheles claviger;51.316.528;3.166.291;2007-06-10T02:00Z;10;6;2007
Culex pipiens;50.744.091;467.498;2007-05-29T02:00Z;29;5;2007
Aedes rusticus;51.096.352;416.677;2007-06-04T02:00Z;4;6;2007
Aedes cinereus;51.240.978;409.093;2007-05-28T02:00Z;28;5;2007
Culex pipiens;50.881.821;332.501;2007-06-17T02:00Z;17;6;2007
Culex pipiens;50.998.459;511.516;2007-06-19T02:00Z;19;6;2007
Culex pipiens;50.987.331;426.662;2007-06-11T02:00Z;11;6;2007
Coquillettidia richiardii;51.096.352;416.677;2007-06-04T02:00Z;4;6;2007
Culiseta annulata;508.116;389.641;2007-06-18T02:00Z;18;6;2007
Culex pipiens;51.096.352;416.677;2007-06-04T02:00Z;4;6;2007
Culiseta annulata;50.744.091;467.498;2007-05-29T02:00Z;29;5;2007
Culex pipiens;;;2007-06-04T02:00Z;4;6;2007
Culex pipiens;5.117.263;389.326;2007-05-21T02:00Z;21;5;2007
Culex pipiens;50.468.311;56.811;2007-08-05T02:00Z;5;8;2007
Culiseta annulata;51.240.978;409.093;2007-05-28T02:00Z;28;5;2007
Aedes punctor;51.240.978;409.093;2007-05-28T02:00Z;28;5;2007
Aedes communis;51.240.978;409.093;2007-05-28T02:00Z;28;5;2007
Culex pipiens;50.850.029;541.773;2007-08-06T02:00Z;6;8;2007
Culex pipiens;51.224.628;368.847;2007-05-14T02:00Z;14;5;2007
Culex pipiens;5.051.376;595.018;2007-08-12T02:00Z;12;8;2007
Culex pipiens;51.065.411;280.801;2007-05-20T02:00Z;20;5;2007
Culex torrentium;5.083.083;37.568;2007-06-18T02:00Z;18;6;2007
Culex pipiens;51.053.539;274.015;2007-05-20T02:00Z;20;5;2007
Aedes punctor;;;2007-05-22T02:00Z;22;5;2007
Anopheles claviger;51.065.411;280.801;2007-05-20T02:00Z;20;5;2007
Aedes cantans;51.240.978;409.093;2007-05-28T02:00Z;28;5;2007
Culex pipiens;51.144.329;386.092;2007-05-21T02:00Z;21;5;2007
Culex pipiens;5.112.228;269.078;2007-05-27T02:00Z;27;5;2007
Culex pipiens;50.873.379;497.604;2007-06-26T02:00Z;26;6;2007
Aedes rusticus;51.240.978;409.093;2007-05-28T02:00Z;28;5;2007
Anopheles claviger;50.887.241;28.654;2007-05-13T02:00Z;13;5;2007
Culex pipiens;;;2007-05-22T02:00Z;22;5;2007
Culex pipiens;5.124.622;33.985;2007-05-07T02:00Z;7;5;2007
Culex pipiens;51.240.978;409.093;2007-05-28T02:00Z;28;5;2007
Culex pipiens;51.229.542;348.123;2007-05-07T02:00Z;7;5;2007
Culex pipiens;50.775.162;502.462;2007-06-26T02:00Z;26;6;2007
Culex pipiens;50.873.379;497.604;2007-06-26T02:00Z;26;6;2007
Coquillettidia richiardii;50.809.219;515.107;2007-08-06T02:00Z;6;8;2007
Culex pipiens;5.110.223;273.007;2007-05-27T02:00Z;27;5;2007
Culex pipiens;51.223.381;414.315;2007-05-28T02:00Z;28;5;2007
Culiseta annulata;51.223.381;414.315;2007-05-28T02:00Z;28;5;2007
Anopheles claviger;51.223.381;414.315;2007-05-28T02:00Z;28;5;2007
Culex pipiens;50.623.249;503.987;2007-07-30T02:00Z;30;7;2007
Culex pipiens;50.809.219;515.107;2007-08-06T02:00Z;6;8;2007
Aedes communis;5.124.474;475.273;2007-05-28T02:00Z;28;5;2007
Anopheles claviger;51.053.539;274.015;2007-05-20T02:00Z;20;5;2007
Culiseta annulata;509.174;455.427;2007-06-05T02:00Z;5;6;2007
Anopheles plumbeus;5.089.613;419.777;2007-05-08T02:00Z;8;5;2007
Culex pipiens;;;2007-05-28T02:00Z;28;5;2007
Anopheles claviger;5.110.223;273.007;2007-05-27T02:00Z;27;5;2007
Aedes cantans;;;2007-05-22T02:00Z;22;5;2007
Culex pipiens;51.099.758;353.333;2007-05-14T02:00Z;14;5;2007
Culex pipiens;50.887.241;28.654;2007-05-13T02:00Z;13;5;2007
Culex pipiens;51.223.381;414.315;2007-05-28T02:00Z;28;5;2007
Culex pipiens;51.044.647;4.845.042;2007-06-18T02:00Z;18;6;2007
Aedes punctor;5.124.474;475.273;2007-05-28T02:00Z;28;5;2007
Aedes cantans;51.044.647;4.845.042;2007-06-18T02:00Z;18;6;2007
Culex pipiens;51.099.758;353.333;2007-05-14T02:00Z;14;5;2007
Anopheles claviger;;;2007-05-22T02:00Z;22;5;2007
Aedes annulipes;5.124.474;475.273;2007-05-28T02:00Z;28;5;2007
Culex torrentium;5.061.375;52.496;2007-06-03T02:00Z;3;6;2007
Aedes cantans;5.124.474;475.273;2007-05-28T02:00Z;28;5;2007
Culex pipiens;5.124.474;475.273;2007-05-28T02:00Z;28;5;2007
Anopheles claviger;50.251.019;609.752;2007-06-12T02:00Z;12;6;2007
Culex pipiens;509.174;455.427;2007-06-05T02:00Z;5;6;2007
Anopheles claviger;50.294.472;628.148;2007-06-05T02:00Z;5;6;2007
Aedes geniculatus;;;2007-06-24T02:00Z;24;6;2007
Aedes communis;50.436.329;550.872;2007-07-29T02:00Z;29;7;2007
Culex pipiens;50.675.621;566.002;2007-05-08T02:00Z;8;5;2007
Anopheles claviger;;;2007-06-19T02:00Z;19;6;2007
Culex pipiens;50.294.472;628.148;2007-06-05T02:00Z;5;6;2007
Culex pipiens;50.522.968;58.995;2007-05-29T02:00Z;29;5;2007
Aedes punctor;506.394;612.994;2007-05-22T02:00Z;22;5;2007
Culex pipiens;50.419.189;565.843;2007-06-24T02:00Z;24;6;2007
Culex pipiens;5.061.375;52.496;2007-06-03T02:00Z;3;6;2007
Culex pipiens;5.054.245;508.174;2007-06-10T02:00Z;10;6;2007
Culex pipiens;;;2007-06-17T02:00Z;17;6;2007
Culex pipiens;5.061.375;52.496;2007-06-03T02:00Z;3;6;2007
Culex pipiens;50.442.612;534.854;2007-07-22T02:00Z;22;7;2007
Culex pipiens;50.529.179;574.672;2007-05-29T02:00Z;29;5;2007
Culex pipiens;50.507.099;55.017;2007-07-29T02:00Z;29;7;2007
Culex torrentium;;;2007-06-10T02:00Z;10;6;2007
Culex pipiens;50.633.018;521.342;2007-06-03T02:00Z;3;6;2007
Culex pipiens;5.036.171;588.767;2007-06-24T02:00Z;24;6;2007
Culex pipiens;50.436.329;550.872;2007-07-29T02:00Z;29;7;2007
Culex pipiens;50.925.251;48.334;2007-06-12T02:00Z;12;6;2007
Culex pipiens;51.274.349;498.627;2007-05-21T02:00Z;21;5;2007
Culex pipiens;50.507.099;55.017;2007-07-29T02:00Z;29;7;2007
Culex pipiens;50.424.198;522.904;2007-07-22T02:00Z;22;7;2007
Culex pipiens;5.121.788;326.037;2007-06-10T02:00Z;10;6;2007
Culex pipiens;5.118.713;456.661;2007-07-24T02:00Z;24;7;2007
Coquillettidia richiardii;50.925.251;48.334;2007-06-12T02:00Z;12;6;2007
Culex pipiens;5.121.788;326.037;2007-06-10T02:00Z;10;6;2007
Anopheles claviger;50.905.441;265.461;2007-05-13T02:00Z;13;5;2007
Culiseta annulata;5.118.713;456.661;2007-07-24T02:00Z;24;7;2007
Anopheles plumbeus;5.121.788;326.037;2007-06-10T02:00Z;10;6;2007
Culex torrentium;50.424.198;522.904;2007-07-22T02:00Z;22;7;2007
Culex pipiens;50.838.139;346.448;2007-06-17T02:00Z;17;6;2007
Culex pipiens;5.118.713;456.661;2007-07-24T02:00Z;24;7;2007
Culex pipiens;50.823.959;380.444;2007-06-18T02:00Z;18;6;2007
Culex pipiens;50.905.441;265.461;2007-05-13T02:00Z;13;5;2007
Culex pipiens;5.100.771;396.014;2007-06-11T02:00Z;11;6;2007
Culex pipiens;5.039.082;532.566;2007-07-22T02:00Z;22;7;2007
Aedes cantans;5.121.788;326.037;2007-06-10T02:00Z;10;6;2007
Culex pipiens;50.424.198;522.904;2007-07-22T02:00Z;22;7;2007
Culex pipiens;50.461.891;528.038;2007-07-23T02:00Z;23;7;2007
Culex pipiens;50.823.959;380.444;2007-06-18T02:00Z;18;6;2007
Culiseta annulata;5.100.771;396.014;2007-06-11T02:00Z;11;6;2007
Culex torrentium;5.118.713;456.661;2007-07-24T02:00Z;24;7;2007
Culex pipiens;50.487.961;530.103;2007-07-23T02:00Z;23;7;2007
Aedes communis;50.913.391;566.334;2007-05-13T02:00Z;13;5;2007
Culex pipiens;51.092.731;545.712;2007-05-06T02:00Z;6;5;2007
Culex pipiens;;;2007-06-04T02:00Z;4;6;2007
Anopheles plumbeus;51.094.311;55.819;2007-05-06T02:00Z;6;5;2007
Aedes cantans;50.931.782;540.225;2007-05-20T02:00Z;20;5;2007
Culex pipiens;50.765.491;521.426;2007-05-27T02:00Z;27;5;2007
Culex pipiens;51.144.581;484.028;2007-06-11T02:00Z;11;6;2007
Culiseta annulata;51.354.519;432.338;2007-05-07T02:00Z;7;5;2007
Culex pipiens;50.931.782;540.225;2007-05-20T02:00Z;20;5;2007
Culex pipiens;51.297.878;469.327;2007-05-28T02:00Z;28;5;2007
Culex pipiens;51.354.519;432.338;2007-05-07T02:00Z;7;5;2007
Culex pipiens;50.805.752;563.479;2007-05-13T02:00Z;13;5;2007
Culiseta annulata;51.297.878;469.327;2007-05-28T02:00Z;28;5;2007
Culex pipiens;50.723.011;518.616;2007-05-27T02:00Z;27;5;2007
Aedes punctor;51.274.349;498.627;2007-05-21T02:00Z;21;5;2007
Culex pipiens;50.765.491;521.426;2007-05-27T02:00Z;27;5;2007
Culex pipiens;50.787.769;514.779;2007-05-20T02:00Z;20;5;2007
Anopheles plumbeus;51.092.731;545.712;2007-05-06T02:00Z;6;5;2007
Culex pipiens;51.144.581;484.028;2007-06-11T02:00Z;11;6;2007
Culex pipiens;51.354.519;432.338;2007-05-07T02:00Z;7;5;2007
Culex pipiens;51.401.329;470.063;2007-05-14T02:00Z;14;5;2007
Culex pipiens;51.092.731;545.712;2007-05-06T02:00Z;6;5;2007
Culex pipiens;51.297.878;469.327;2007-05-28T02:00Z;28;5;2007
Culex torrentium;51.144.581;484.028;2007-06-11T02:00Z;11;6;2007
Culex pipiens;50.931.782;540.225;2007-05-20T02:00Z;20;5;2007
